price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
8995,,honda cr-v,excellent,4,gas,133200.0,automatic,SUV,silver,1.0,2018-10-18,89
3995,2005.0,jeep grand cherokee,excellent,8,gas,156456.0,automatic,SUV,custom,1.0,2018-06-07,11
5995,2013.0,volkswagen passat,excellent,5,gas,95849.0,automatic,sedan,blue,,2018-08-20,9
14995,2015.0,chevrolet silverado 1500,excellent,8,gas,138348.0,automatic,truck,white,1.0,2018-08-09,34
3900,2015.0,chevrolet camaro,excellent,6,gas,33000.0,automatic,convertible,red,,2018-09-07,35
6995,2011.0,gmc sierra 1500,excellent,6,gas,188571.0,automatic,pickup,white,,2019-02-26,57
9500,2014.0,honda cr-v,excellent,4,gas,,automatic,SUV,,,2019-01-31,4
1200,2014.0,kia soul,excellent,4,gas,64000.0,automatic,wagon,,,2018-06-06,22
3500,2008.0,honda accord,fair,4,gas,252186.0,automatic,sedan,white,,2019-01-02,45
29975,2016.0,ford f150 supercrew cab xlt,like new,6,gas,38180.0,automatic,pickup,grey,1.0,2018-11-28,5
11975,2016.0,kia soul,excellent,,gas,64307.0,automatic,hatchback,,,2018-05-07,99
24975,2018.0,nissan frontier crew cab sv,like new,6,gas,,automatic,pickup,blue,1.0,2018-11-23,20
10400,2008.0,chevrolet silverado 1500,good,8,gas,159120.0,automatic,pickup,brown,1.0,2019-02-16,14
6995,2012.0,chevrolet cruze,excellent,4,gas,24279.0,automatic,sedan,blue,,2018-12-27,10
7995,2007.0,chevrolet silverado,excellent,,gas,171629.0,automatic,pickup,blue,,2018-09-08,50
4900,2005.0,dodge dakota,excellent,8,gas,200000.0,automatic,pickup,grey,1.0,2019-04-02,8
9975,2015.0,honda civic lx,excellent,4,gas,105806.0,automatic,sedan,black,,2019-03-25,12
9850,2006.0,gmc sierra 2500hd,good,8,diesel,228206.0,automatic,pickup,white,1.0,2018-07-21,24
2900,2005.0,ford f-150,good,,gas,248477.0,automatic,pickup,,1.0,2018-09-25,99
3900,2005.0,honda odyssey,good,6,gas,154894.0,automatic,van,grey,,2018-08-13,54
6900,2011.0,subaru forester,good,4,gas,141290.0,automatic,SUV,blue,1.0,2018-11-23,20
2900,2005.0,ford escape,good,6,gas,179365.0,automatic,SUV,grey,,2019-04-02,125
4900,,gmc yukon,good,8,gas,208424.0,automatic,SUV,black,1.0,2018-07-29,20
5500,2013.0,chrysler 300,good,4,gas,51620.0,automatic,sedan,silver,,2018-12-03,45
5900,,toyota camry,good,4,gas,,automatic,sedan,,,2018-08-28,23
22000,2001.0,ford f250,excellent,8,diesel,199299.0,automatic,pickup,grey,1.0,2018-09-02,6
15800,2012.0,ford mustang,excellent,6,gas,23000.0,manual,coupe,black,,2018-11-16,22
4000,2004.0,chevrolet silverado 1500,excellent,8,gas,192000.0,automatic,pickup,silver,,2018-08-12,25
14500,2006.0,ford f-250,good,,diesel,169500.0,automatic,pickup,blue,1.0,2018-10-23,13
6950,2014.0,ford focus,excellent,4,gas,,automatic,sedan,,,2018-06-05,19
3500,2015.0,ford explorer,excellent,6,gas,,automatic,SUV,red,,2018-09-12,67
4950,2012.0,kia soul,excellent,4,gas,129015.0,other,wagon,green,,2018-10-14,26
11950,2008.0,chevrolet silverado 1500,excellent,8,gas,113162.0,automatic,truck,silver,1.0,2018-08-09,33
3500,2005.0,toyota corolla,good,4,gas,157336.0,automatic,sedan,custom,,2019-03-19,51
3900,2015.0,chevrolet camaro,excellent,,gas,33000.0,automatic,convertible,,,2019-03-22,19
1200,2014.0,kia soul,excellent,4,gas,64000.0,automatic,wagon,white,,2018-06-18,84
11500,,ford f-250 super duty,good,8,diesel,129890.0,automatic,truck,white,1.0,2019-02-19,44
450,2017.0,ram 2500,like new,,gas,1234.0,other,truck,black,1.0,2018-10-06,36
3500,2015.0,ford explorer,excellent,6,gas,90000.0,automatic,SUV,red,,2018-07-18,13
8900,2012.0,jeep grand cherokee laredo,excellent,,gas,183394.0,automatic,SUV,red,1.0,2018-08-07,16
6950,2006.0,chevrolet silverado 1500,good,,gas,172596.0,automatic,truck,white,,2018-10-20,54
7950,2008.0,subaru outback,good,4,gas,116209.0,automatic,wagon,,1.0,2018-09-13,44
12995,2015.0,kia sorento,excellent,4,gas,61861.0,automatic,SUV,silver,,2019-01-02,34
7950,2010.0,honda odyssey,good,6,gas,,automatic,van,,,2019-01-14,29
17998,2019.0,nissan altima,excellent,4,gas,,automatic,sedan,silver,,2019-01-06,3
28900,,chevrolet silverado 3500hd,excellent,8,diesel,70000.0,automatic,pickup,silver,1.0,2019-04-18,43
39995,2016.0,chevrolet silverado 2500hd,like new,8,diesel,67000.0,automatic,pickup,red,1.0,2019-01-11,53
9995,2004.0,toyota tacoma,excellent,6,gas,206500.0,automatic,truck,silver,1.0,2018-07-14,48
12999,2015.0,ram 1500,good,6,gas,76000.0,automatic,sedan,,,2018-07-10,20
1,2015.0,jeep grand cherokee,excellent,8,gas,42442.0,automatic,SUV,black,1.0,2019-03-23,47
23000,2017.0,jeep wrangler,good,6,gas,34000.0,automatic,SUV,white,1.0,2018-07-28,36
22900,2016.0,ram 1500,excellent,8,gas,139900.0,automatic,truck,white,1.0,2019-02-21,52
1,2017.0,jeep wrangler,excellent,10,gas,,other,SUV,black,1.0,2019-03-03,3
6995,2010.0,ford explorer,excellent,,gas,122555.0,automatic,SUV,silver,,2018-09-28,2
13999,2018.0,hyundai elantra,like new,4,gas,17793.0,automatic,sedan,,,2019-03-01,45
8995,2006.0,ram 1500,good,8,gas,128392.0,automatic,pickup,,,2018-06-30,23
5999,2006.0,ford expedition,good,8,gas,217.0,automatic,SUV,silver,,2018-11-23,55
14900,2012.0,chrysler town & country,excellent,6,gas,102000.0,automatic,mini-van,blue,,2019-01-27,72
5000,2008.0,chevrolet impala,like new,6,gas,123713.0,automatic,sedan,white,,2018-09-25,5
12997,2012.0,jeep grand cherokee,excellent,6,gas,86259.0,automatic,SUV,,,2018-08-17,71
3150,2008.0,nissan sentra,good,4,gas,139000.0,automatic,sedan,black,,2018-09-08,36
10999,2016.0,kia soul,like new,4,gas,51190.0,automatic,hatchback,white,,2019-01-10,7
13999,2008.0,ford f150,excellent,8,gas,128479.0,automatic,pickup,silver,1.0,2019-03-14,75
22700,2019.0,nissan frontier crew cab sv,good,6,gas,25366.0,other,pickup,,1.0,2019-04-13,33
19999,2008.0,ford f250,like new,8,diesel,174006.0,automatic,truck,blue,1.0,2018-08-17,115
9700,,chevrolet cruze,good,4,gas,68023.0,automatic,sedan,,,2018-12-30,8
10500,2015.0,subaru impreza,excellent,4,gas,53000.0,manual,hatchback,white,1.0,2018-08-01,13
7500,2012.0,honda civic,like new,4,gas,105000.0,automatic,coupe,custom,,2018-07-10,25
76500,2015.0,chevrolet silverado 2500hd,like new,,diesel,8989.0,automatic,pickup,white,1.0,2019-02-23,31
12195,2014.0,subaru forester,excellent,,gas,104954.0,automatic,wagon,,1.0,2018-08-07,23
10500,2014.0,subaru forester,good,4,gas,123394.0,automatic,SUV,blue,1.0,2018-11-07,38
12000,2011.0,ram 3500,good,6,diesel,330000.0,automatic,truck,,,2019-01-01,21
6900,2010.0,subaru forester,good,4,gas,189731.0,manual,SUV,red,1.0,2018-12-27,33
6900,2009.0,subaru forester,good,4,gas,180601.0,automatic,SUV,blue,1.0,2018-11-30,9
24600,2007.0,ram 2500,good,6,diesel,,automatic,truck,blue,1.0,2018-05-03,84
7900,2009.0,subaru forester,good,4,gas,160468.0,automatic,SUV,,1.0,2018-09-23,28
7200,2010.0,subaru forester,good,4,gas,173532.0,automatic,SUV,red,1.0,2019-01-27,39
5450,2008.0,subaru outback,excellent,4,gas,127245.0,automatic,wagon,grey,1.0,2018-08-09,29
8900,2013.0,honda accord,good,,gas,133667.0,automatic,sedan,black,,2018-10-26,60
5900,2008.0,chrysler town & country,good,6,gas,157117.0,automatic,mini-van,red,,2018-09-28,28
21500,2019.0,nissan altima,like new,4,gas,9982.0,automatic,sedan,silver,,2019-02-25,29
4500,2009.0,volkswagen jetta,excellent,5,gas,98587.0,automatic,sedan,white,,2018-05-01,6
4900,2008.0,dodge charger,excellent,,gas,90629.0,automatic,sedan,black,,2018-08-22,40
6500,2008.0,acura tl,good,6,gas,,automatic,sedan,silver,,2018-12-20,78
6200,2010.0,toyota prius,excellent,4,gas,,automatic,wagon,grey,,2019-04-18,70
4900,2008.0,honda accord,excellent,4,gas,99943.0,automatic,sedan,silver,,2018-12-15,110
6995,2013.0,ford focus se,excellent,4,gas,102026.0,automatic,sedan,grey,,2018-07-30,12
3200,2006.0,ford expedition,excellent,8,gas,190277.0,automatic,SUV,silver,,2019-02-13,21
13900,2003.0,jeep wrangler,good,6,gas,130514.0,automatic,SUV,black,1.0,2018-12-07,5
2500,2000.0,subaru outback,good,4,gas,154741.0,automatic,wagon,green,1.0,2019-02-26,40
2500,2003.0,ford f-150,good,8,gas,228000.0,automatic,pickup,red,1.0,2019-04-16,26
5000,2012.0,ford fusion,excellent,6,gas,165119.0,automatic,sedan,grey,,2018-08-27,40
13950,2011.0,chevrolet silverado 1500,good,8,gas,84461.0,automatic,truck,blue,1.0,2018-05-11,58
2500,2004.0,hyundai santa fe,good,4,gas,151852.0,automatic,SUV,blue,,2019-01-26,15
33995,2018.0,chevrolet silverado 1500,excellent,4,gas,14950.0,automatic,truck,,1.0,2018-11-10,131
11000,2007.0,ford f-250 super duty,good,,diesel,,automatic,pickup,white,1.0,2019-04-05,42
2999,2006.0,chevrolet cruze,good,6,gas,184784.0,automatic,sedan,red,,2018-11-12,46
25500,2017.0,chevrolet silverado 1500,like new,8,gas,6000.0,automatic,truck,red,1.0,2018-07-02,193
1,2007.0,chevrolet tahoe,like new,8,gas,1.0,automatic,SUV,blue,,2019-01-21,54
11997,2012.0,jeep wrangler,excellent,6,gas,,manual,SUV,red,1.0,2018-12-18,27
16629,2018.0,dodge grand caravan,excellent,6,gas,56300.0,automatic,wagon,white,,2018-09-03,55
1800,2003.0,toyota tacoma,fair,4,gas,145000.0,automatic,truck,white,,2018-12-14,33
4999,2012.0,chevrolet cruze,like new,4,gas,105743.0,automatic,sedan,black,,2018-07-20,46
4999,2013.0,ford focus se,good,4,gas,137000.0,automatic,sedan,red,,2018-11-09,34
16700,2010.0,gmc sierra,good,8,gas,143401.0,automatic,truck,silver,1.0,2018-11-05,40
1,2007.0,chevrolet tahoe,like new,8,gas,1.0,automatic,SUV,blue,,2018-07-02,47
10700,2001.0,toyota tundra,good,8,gas,168295.0,automatic,truck,white,1.0,2019-02-25,16
20700,2008.0,ford f250,good,8,diesel,132809.0,automatic,truck,grey,1.0,2019-04-11,16
2750,2005.0,chrysler town & country,good,6,gas,261767.0,automatic,mini-van,silver,,2018-06-24,15
26000,2018.0,chevrolet camaro lt coupe 2d,good,6,gas,2121.0,other,coupe,blue,,2019-01-26,31
9000,2007.0,chevrolet suburban,excellent,8,gas,194490.0,automatic,SUV,grey,1.0,2018-10-05,80
4995,2007.0,chevrolet suburban,good,8,gas,207031.0,automatic,SUV,,1.0,2019-04-04,6
15900,2012.0,chevrolet colorado,excellent,5,gas,55555.0,automatic,truck,red,1.0,2019-03-25,88
2950,2005.0,hyundai sonata,like new,4,gas,,automatic,sedan,brown,,2018-06-04,24
17500,2007.0,chevrolet corvette,good,8,gas,89000.0,automatic,convertible,red,,2018-07-28,33
9000,2014.0,toyota prius,excellent,4,hybrid,101035.0,automatic,hatchback,grey,,2019-03-08,38
6850,,toyota camry,excellent,4,gas,,automatic,sedan,,,2018-11-23,46
3500,2006.0,subaru outback,good,4,gas,219000.0,manual,wagon,,1.0,2018-06-21,40
38000,2015.0,chevrolet silverado 1500,excellent,6,gas,26611.0,automatic,truck,black,1.0,2018-12-10,42
3990,2007.0,dodge charger,excellent,8,gas,122764.0,automatic,sedan,white,,2018-07-17,49
3995,2010.0,ford fusion,excellent,4,gas,155200.0,automatic,sedan,black,,2018-11-16,78
3200,,toyota sienna,good,6,gas,280000.0,automatic,mini-van,brown,,2019-03-29,12
8000,2001.0,ford econoline,excellent,8,gas,82309.0,automatic,van,green,,2019-03-09,16
7490,2014.0,toyota corolla,excellent,4,gas,132596.0,automatic,sedan,silver,,2019-01-12,33
9990,2008.0,jeep wrangler unlimited,good,,gas,,automatic,SUV,black,1.0,2018-05-21,17
13000,2011.0,gmc sierra 1500,excellent,,gas,108000.0,automatic,truck,white,,2019-04-08,83
3000,2010.0,volkswagen jetta,like new,4,gas,210000.0,automatic,sedan,white,,2019-02-21,10
3299,2009.0,nissan altima,like new,4,gas,174.0,automatic,sedan,grey,,2019-03-09,9
2150,2000.0,nissan frontier,good,4,gas,,automatic,pickup,grey,,2018-07-20,34
21100,2017.0,chevrolet camaro lt coupe 2d,good,6,gas,24510.0,other,coupe,,,2019-02-04,42
13000,1999.0,ford f-250,good,,diesel,224000.0,automatic,truck,,1.0,2019-04-05,24
7995,2003.0,nissan frontier,good,6,gas,149055.0,manual,truck,,1.0,2019-04-01,69
5450,2008.0,gmc acadia,good,6,gas,192403.0,automatic,SUV,,1.0,2019-04-13,10
15000,1998.0,chevrolet corvette,excellent,8,gas,710000.0,automatic,coupe,silver,,2019-01-29,20
16900,2008.0,chevrolet silverado 2500hd,good,8,diesel,,automatic,truck,grey,1.0,2019-03-20,111
3650,2000.0,ford ranger,excellent,,gas,185000.0,manual,pickup,red,,2018-08-04,65
3500,2003.0,ram 1500,excellent,8,gas,180000.0,automatic,pickup,,,2018-08-28,65
18950,2015.0,ram 1500,excellent,8,gas,80180.0,automatic,pickup,,1.0,2018-10-10,71
7900,2012.0,nissan altima,excellent,,gas,97000.0,automatic,sedan,black,,2019-02-17,28
7000,2007.0,chevrolet silverado,good,8,gas,104000.0,automatic,truck,blue,,2018-09-28,74
3850,2007.0,toyota camry,excellent,4,gas,156.0,automatic,sedan,blue,,2018-06-07,11
23495,2013.0,chevrolet tahoe,excellent,8,gas,94491.0,automatic,SUV,black,1.0,2019-03-08,79
26987,2014.0,ford f150,excellent,6,gas,,automatic,pickup,blue,1.0,2018-08-15,34
21495,,toyota tacoma,excellent,6,gas,107000.0,automatic,pickup,white,1.0,2018-06-13,27
7000,2012.0,chevrolet traverse,excellent,6,gas,,automatic,SUV,white,,2018-10-27,24
2500,1998.0,dodge dakota,good,6,gas,129165.0,automatic,truck,red,,2018-06-18,27
18500,2010.0,toyota tacoma,excellent,6,gas,81492.0,automatic,pickup,grey,1.0,2018-11-06,33
9000,2015.0,kia sorento,excellent,6,gas,,automatic,SUV,grey,1.0,2019-04-02,45
5850,2001.0,ford mustang,like new,8,gas,53000.0,automatic,convertible,white,,2019-04-09,36
4500,1999.0,toyota 4runner,good,6,gas,280000.0,automatic,SUV,brown,1.0,2019-03-22,44
31000,2017.0,ford f150,excellent,10,gas,41000.0,automatic,truck,,1.0,2018-06-12,45
2950,2000.0,nissan frontier,excellent,,gas,,manual,truck,white,,2019-03-11,18
6500,2005.0,jeep liberty,excellent,,gas,38500.0,automatic,SUV,green,1.0,2018-09-30,34
8900,2004.0,ford f250 super duty,good,8,diesel,256900.0,automatic,pickup,custom,1.0,2019-03-05,87
26984,2015.0,jeep wrangler unlimited,like new,6,gas,,automatic,SUV,black,1.0,2018-05-18,11
15500,2016.0,chevrolet impala,like new,,gas,,automatic,sedan,white,,2018-12-23,15
9999,2009.0,ram 1500,good,8,gas,174905.0,automatic,truck,,,2018-06-10,23
4999,2009.0,ford fusion,good,4,gas,,automatic,sedan,,,2019-03-22,12
2650,2008.0,nissan altima,fair,6,gas,132000.0,automatic,coupe,grey,,2018-10-25,20
4950,2012.0,kia soul,excellent,4,gas,129015.0,other,wagon,green,,2018-06-14,61
6950,2014.0,ford focus,excellent,4,gas,80779.0,automatic,sedan,blue,,2019-04-16,64
11950,2008.0,chevrolet silverado 1500,excellent,8,gas,113162.0,automatic,truck,,1.0,2019-04-14,88
13500,2016.0,honda accord,like new,4,gas,,automatic,sedan,white,,2018-11-12,59
6500,2004.0,ford f350 super duty,good,8,gas,175000.0,automatic,truck,white,1.0,2019-01-19,46
5550,2009.0,toyota camry,excellent,4,gas,150000.0,automatic,sedan,silver,,2018-09-01,32
12200,2012.0,ford f-150,excellent,6,gas,,automatic,truck,,1.0,2018-06-02,11
7900,2009.0,jeep liberty,good,6,gas,113683.0,automatic,SUV,orange,1.0,2018-09-12,80
2700,,nissan altima,good,4,gas,92589.0,automatic,sedan,,,2018-10-12,80
4750,2012.0,chevrolet cruze,good,4,gas,,automatic,sedan,blue,,2018-08-09,35
6900,2008.0,ram 1500,good,8,gas,76423.0,automatic,pickup,white,,2018-08-27,30
8900,2014.0,ford escape,good,4,gas,104572.0,automatic,SUV,,,2018-11-09,15
12900,2016.0,ford fusion se,excellent,4,gas,32500.0,automatic,sedan,,,2019-01-25,14
3500,2008.0,ford escape,excellent,4,gas,,automatic,SUV,blue,,2019-04-04,25
3600,2007.0,ford edge,excellent,6,gas,150630.0,automatic,SUV,orange,,2019-03-21,22
14975,2001.0,ford f-250,like new,8,diesel,204000.0,automatic,pickup,,1.0,2018-10-09,25
5200,2009.0,honda accord,excellent,4,gas,189000.0,automatic,sedan,grey,,2018-08-06,36
17000,2007.0,ford f-250,good,8,diesel,,automatic,truck,,1.0,2018-07-02,69
19000,2018.0,toyota corolla,like new,4,gas,10295.0,manual,sedan,grey,,2018-08-18,43
9499,2007.0,gmc sierra 1500,good,8,gas,,automatic,truck,red,1.0,2018-10-30,21
4490,2004.0,chevrolet impala,good,,gas,182126.0,automatic,sedan,blue,,2018-10-24,58
2800,2001.0,ford explorer,good,6,gas,168000.0,automatic,SUV,brown,1.0,2018-10-20,26
3800,2006.0,ram 1500,good,8,gas,173003.0,automatic,truck,white,,2018-11-03,21
1800,,ford focus,good,4,gas,103400.0,automatic,sedan,silver,,2018-12-08,23
10500,2010.0,chevrolet suburban,good,8,gas,183142.0,automatic,SUV,grey,1.0,2018-05-26,94
8900,2007.0,gmc yukon,good,8,gas,158454.0,automatic,SUV,blue,1.0,2018-12-23,31
7900,2013.0,chevrolet malibu,good,4,gas,83317.0,automatic,sedan,silver,,2019-01-09,55
26999,2012.0,ford f350,excellent,8,diesel,153322.0,automatic,pickup,white,1.0,2019-02-02,9
8500,2003.0,toyota tacoma,good,,gas,,manual,pickup,,1.0,2018-11-20,30
35999,2016.0,chevrolet silverado 2500hd,excellent,8,diesel,144537.0,automatic,pickup,white,1.0,2019-03-14,7
14995,2016.0,nissan rogue,excellent,4,gas,24432.0,automatic,SUV,,1.0,2019-02-08,22
7995,2008.0,jeep liberty,excellent,,gas,71055.0,automatic,SUV,black,1.0,2018-08-21,36
12995,2017.0,chevrolet cruze,excellent,4,gas,,automatic,hatchback,,,2018-12-25,65
11995,2016.0,ford edge,excellent,4,gas,109600.0,automatic,SUV,,,2018-09-01,25
10495,2014.0,ford escape,excellent,4,gas,75605.0,automatic,SUV,grey,,2019-01-13,9
16995,2015.0,ford f150,excellent,6,gas,98980.0,automatic,pickup,,1.0,2018-08-07,31
12995,2013.0,honda pilot,excellent,6,gas,122627.0,automatic,SUV,silver,1.0,2019-04-13,54
6995,2011.0,subaru forester,excellent,4,gas,144893.0,automatic,SUV,red,1.0,2018-07-19,14
6995,2013.0,nissan sentra,excellent,4,gas,83330.0,automatic,sedan,black,,2018-08-24,38
6995,2013.0,ford focus,excellent,4,gas,,automatic,sedan,red,,2018-12-01,13
9495,2016.0,ford focus,excellent,4,gas,49336.0,automatic,hatchback,red,,2019-03-19,24
7990,2006.0,ford ranger,good,,gas,82158.0,automatic,truck,silver,1.0,2019-02-07,32
1800,2005.0,jeep liberty,good,6,gas,122000.0,automatic,SUV,brown,1.0,2018-06-30,36
28000,2015.0,toyota 4runner,like new,6,gas,70000.0,automatic,SUV,red,1.0,2019-02-28,5
5200,2004.0,cadillac escalade,good,8,gas,139000.0,automatic,SUV,black,,2019-03-23,47
14000,2012.0,ram 1500,excellent,8,gas,46000.0,automatic,pickup,,,2019-04-19,44
3000,2004.0,honda accord,good,4,gas,268400.0,automatic,sedan,white,,2019-03-29,69
13000,2014.0,ford f-150,excellent,6,gas,118613.0,automatic,truck,white,,2018-11-01,50
6999,2011.0,toyota prius,good,4,gas,146999.0,automatic,hatchback,custom,,2018-06-05,47
6500,2010.0,toyota rav4,good,4,gas,159000.0,automatic,SUV,,,2018-07-28,11
8999,2012.0,honda cr-v,good,4,gas,,automatic,SUV,,1.0,2019-02-01,32
17860,2011.0,chevrolet silverado 1500,excellent,8,gas,65795.0,automatic,pickup,,1.0,2018-05-23,113
3995,2006.0,toyota prius,excellent,4,hybrid,157000.0,automatic,sedan,grey,,2019-01-30,103
13500,2007.0,chevrolet silverado 2500hd,excellent,8,gas,137000.0,automatic,pickup,grey,1.0,2018-11-08,70
8250,2013.0,subaru outback,excellent,4,gas,148000.0,automatic,wagon,black,1.0,2019-04-08,44
6995,2010.0,toyota corolla,excellent,4,gas,,automatic,sedan,grey,,2018-10-08,47
5995,2009.0,toyota camry,excellent,4,gas,130000.0,automatic,sedan,,,2019-01-25,50
11995,2014.0,honda cr-v,excellent,4,gas,124000.0,automatic,SUV,brown,1.0,2018-12-20,46
12750,,jeep wrangler,excellent,6,gas,113000.0,automatic,SUV,green,1.0,2019-01-30,25
7250,,dodge grand caravan,excellent,6,gas,129000.0,automatic,mini-van,black,,2018-08-20,173
12995,2012.0,toyota camry,excellent,4,gas,40000.0,automatic,sedan,silver,,2019-02-01,16
17860,2015.0,chevrolet silverado 1500,excellent,6,gas,107445.0,automatic,pickup,silver,1.0,2018-05-27,53
9990,2009.0,ford f150,excellent,8,gas,137256.0,automatic,truck,,1.0,2018-05-31,39
5999,2012.0,ford fusion se,excellent,4,gas,106602.0,automatic,sedan,silver,,2018-08-28,8
22000,2012.0,gmc sierra 1500,like new,8,gas,76000.0,automatic,truck,blue,,2019-01-05,26
5800,2011.0,honda accord,good,4,gas,223000.0,automatic,sedan,grey,,2018-11-14,35
6995,2010.0,ford explorer,excellent,6,gas,129000.0,automatic,SUV,grey,1.0,2018-06-24,35
21995,2011.0,chevrolet silverado 1500,excellent,8,gas,62936.0,automatic,truck,white,,2018-08-25,81
5450,2003.0,subaru outback,excellent,4,gas,138000.0,automatic,wagon,silver,1.0,2019-04-18,29
5995,2010.0,toyota corolla,excellent,4,gas,144000.0,automatic,sedan,red,,2019-02-18,90
11995,2002.0,jeep wrangler,excellent,,gas,,manual,SUV,red,1.0,2018-06-01,52
6995,2005.0,subaru outback,excellent,4,gas,,automatic,wagon,green,1.0,2018-06-25,41
13995,,jeep wrangler,excellent,6,gas,75000.0,manual,SUV,silver,1.0,2018-12-24,14
15000,2014.0,dodge charger,like new,8,gas,55000.0,automatic,sedan,black,1.0,2018-05-03,31
12000,2005.0,ram 1500,excellent,,gas,,automatic,pickup,brown,,2019-02-21,15
1400,2001.0,honda civic lx,fair,4,gas,197824.0,manual,coupe,silver,,2019-02-10,54
5900,2007.0,honda pilot,good,,gas,172000.0,automatic,SUV,blue,1.0,2018-08-12,60
4295,2006.0,ford explorer,excellent,6,gas,181000.0,automatic,SUV,silver,,2018-07-27,73
9980,2015.0,nissan altima,excellent,4,gas,70296.0,automatic,sedan,grey,,2018-11-12,30
9980,2015.0,kia soul,excellent,4,gas,53575.0,automatic,hatchback,grey,,2018-09-29,18
10990,2014.0,honda cr-v,good,4,gas,133413.0,automatic,SUV,,1.0,2018-07-02,48
8990,2011.0,honda cr-v,excellent,4,gas,129580.0,automatic,SUV,black,,2019-03-16,46
5950,,jeep grand cherokee,excellent,6,gas,241077.0,automatic,SUV,grey,1.0,2018-07-05,46
7950,2006.0,toyota highlander,excellent,6,gas,,automatic,SUV,white,1.0,2019-01-15,22
14950,2014.0,gmc acadia,excellent,6,gas,70299.0,automatic,SUV,,1.0,2018-10-16,33
15950,2012.0,gmc acadia,excellent,,gas,87985.0,automatic,SUV,custom,1.0,2018-08-29,111
14950,2011.0,chevrolet tahoe,excellent,8,gas,213494.0,automatic,SUV,custom,1.0,2018-05-23,29
2995,2004.0,toyota camry le,excellent,4,gas,200000.0,automatic,sedan,silver,,2019-02-18,35
14950,2012.0,ford explorer,excellent,6,gas,114255.0,other,SUV,blue,,2019-01-13,5
9950,2011.0,honda odyssey,excellent,6,gas,172117.0,automatic,van,,,2018-06-29,44
8950,2004.0,chevrolet tahoe,excellent,8,gas,198375.0,automatic,SUV,black,1.0,2018-10-10,59
3950,2005.0,hyundai santa fe,excellent,,gas,93338.0,automatic,SUV,grey,,2018-09-28,32
10950,2012.0,jeep grand cherokee,excellent,6,gas,160688.0,automatic,SUV,black,1.0,2019-01-23,10
9500,2004.0,chevrolet silverado,good,8,gas,,automatic,pickup,silver,,2018-07-13,7
16950,2014.0,honda cr-v,excellent,4,gas,34064.0,automatic,SUV,,1.0,2019-03-23,41
12950,2012.0,toyota camry,excellent,,gas,128527.0,automatic,sedan,black,,2019-02-18,28
5950,2005.0,honda odyssey,excellent,6,gas,261657.0,automatic,van,white,,2019-01-28,19
7950,2004.0,chevrolet colorado,excellent,5,gas,155275.0,automatic,truck,,1.0,2018-10-11,66
4950,2004.0,chevrolet tahoe,excellent,8,gas,254099.0,automatic,SUV,silver,1.0,2019-01-24,24
17200,2015.0,honda pilot,excellent,6,gas,72700.0,automatic,SUV,grey,1.0,2018-08-06,14
7950,2004.0,nissan murano,excellent,6,gas,,automatic,SUV,,1.0,2019-01-09,72
6950,2001.0,ram 1500,excellent,8,gas,229219.0,automatic,truck,red,1.0,2018-08-12,44
4950,,ram 2500,excellent,10,gas,119533.0,automatic,truck,black,1.0,2018-07-20,36
3950,,chevrolet silverado 1500,excellent,8,gas,207630.0,automatic,truck,grey,1.0,2018-07-06,35
7950,2006.0,gmc sierra 1500,excellent,,gas,167158.0,automatic,truck,black,1.0,2018-07-22,68
11950,2009.0,chevrolet silverado 2500hd,excellent,,gas,,automatic,truck,white,,2018-06-14,41
6550,2010.0,ford explorer,excellent,6,gas,149177.0,automatic,SUV,custom,1.0,2019-04-16,42
12950,2007.0,gmc sierra 2500hd,excellent,8,gas,140471.0,automatic,truck,black,1.0,2018-06-24,21
11950,2012.0,dodge charger,excellent,6,gas,123835.0,automatic,sedan,custom,,2018-05-03,20
8950,2012.0,toyota camry,excellent,4,gas,170400.0,automatic,sedan,,,2018-11-16,29
5950,,jeep liberty,excellent,6,gas,135719.0,automatic,SUV,,1.0,2018-07-23,25
4950,1998.0,ram 1500,excellent,8,gas,182072.0,automatic,truck,white,1.0,2018-07-05,24
14950,2011.0,chevrolet silverado 1500,excellent,8,gas,177164.0,automatic,truck,grey,1.0,2018-12-23,16
7950,2008.0,honda odyssey,excellent,6,gas,126670.0,automatic,van,,,2019-03-08,85
850,,ford expedition,good,,gas,255000.0,automatic,SUV,white,1.0,2019-03-20,31
7950,2005.0,toyota prius,excellent,4,hybrid,144103.0,automatic,hatchback,,,2018-07-25,22
16950,2011.0,ford f-150,excellent,8,gas,162621.0,automatic,truck,,1.0,2018-10-17,35
14950,2011.0,chevrolet silverado 1500,excellent,8,gas,142828.0,automatic,truck,red,1.0,2018-10-13,22
13950,2011.0,chevrolet silverado 2500hd,excellent,8,gas,290284.0,automatic,truck,,1.0,2019-02-22,26
7950,2008.0,toyota rav4,excellent,6,gas,157129.0,automatic,SUV,black,1.0,2019-03-16,3
8997,2015.0,ford fusion,excellent,,gas,114443.0,automatic,sedan,black,,2019-02-15,49
1,2007.0,chevrolet tahoe,like new,8,gas,1.0,automatic,SUV,,,2018-08-25,29
1,2007.0,chevrolet tahoe,like new,,gas,1.0,automatic,SUV,blue,,2018-07-21,61
1,2007.0,chevrolet tahoe,like new,8,gas,1.0,automatic,SUV,blue,,2018-06-13,64
